,site,ws,wd,units,name,latitude,longitude,dateC
135895,2849,0.37,131.75999,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 09:00:00
135896,2849,1.11,204.849,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 10:00:00
135897,2849,1.22,181.468,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 11:00:00
135898,2849,2.45,228.646,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 12:00:00
135899,2849,3.56,231.69501,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 13:00:00
135900,2849,3.24,223.05299,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 14:00:00
135901,2849,4.45,222.895,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 15:00:00
135902,2849,3.2,237.974,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 16:00:00
135903,2849,0.29,41.597198,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 17:00:00
135904,2849,1.16,41.411098,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 18:00:00
135905,2849,1.75,50.166698,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 19:00:00
135906,2849,1.79,25.750799,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 20:00:00
135907,2849,0.76,154.888,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 21:00:00
135908,2849,1.19,39.751301,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 22:00:00
135909,2849,2.18,44.9095,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-09 23:00:00
135910,2849,2.44,30.356701,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-10 00:00:00
135911,2849,2.2,27.927099,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-10 01:00:00
135912,2849,1.65,30.6511,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-10 02:00:00
135913,2849,1.76,35.389301,Miles Per Hour ( mph ),Glendora-Laurel,34.14437,-117.85038,2019-01-10 03:00:00
