pm_value,ws,wd
33.6,2.19,177.7
30.7,2.53,180.10001
36.6,1.96,172.5
38.1,0.35,117.4
45.9,2.99,331.20001
40.0,4.03,357.39999
39.0,4.26,358.0
37.6,4.95,354.10001
30.3,3.8,346.29999
34.9,4.6,352.0
38.1,5.87,355.89999
44.6,1.96,267.39999
44.7,3.11,261.60001
48.7,1.96,231.39999
45.6,1.84,152.89999
48.4,1.15,112.9
44.4,0.81,137.10001
43.4,2.19,181.3
40.3,2.42,170.7
41.5,2.3,178.5
35.4,2.3,173.89999
34.3,1.38,159.5
35.0,1.84,168.7
27.3,1.61,174.5
20.0,2.07,173.60001
21.5,1.84,152.2
7.9,2.07,166.89999
22.0,0.69,141.0
15.8,2.99,7.1999998
17.5,2.99,342.70001
15.9,4.26,358.10001
14.1,3.45,348.29999
19.0,6.1,358.70001
17.1,7.13,4.5999999
24.6,6.9,5.0
23.4,3.68,250.2
31.2,3.34,254.8
29.5,4.26,230.0
34.6,2.65,201.0
37.2,1.84,151.3
37.6,1.84,172.60001
39.7,1.15,161.2
30.9,2.3,187.39999
29.3,1.96,165.2
20.5,1.61,118.0
18.7,2.76,172.39999
14.9,2.3,170.8
10.8,1.96,165.2
11.4,2.88,175.5
12.5,2.42,159.8
17.9,2.99,171.89999
37.8,0.81,94.699997
15.6,2.53,333.70001
12.9,3.91,341.5
10.9,3.91,354.5
12.3,3.68,346.29999
14.6,4.03,342.79999
10.6,4.14,350.10001
8.3,3.22,340.0
7.7,3.11,318.0
8.2,2.53,335.79999
24.3,4.03,325.10001
26.6,0.69,232.10001
32.9,1.61,165.89999
24.1,1.38,170.2
29.2,2.19,181.60001
23.7,2.76,175.89999
18.7,1.96,170.2
20.5,2.65,179.60001
29.9,1.96,163.60001
29.4,2.07,165.89999
37.4,2.42,170.8
32.7,2.19,177.0
42.9,1.73,161.2
45.7,2.3,183.10001
56.0,0.81,190.10001
44.6,2.99,340.70001
26.9,4.72,1.7
19.4,4.83,21.1
23.8,4.72,43.5
34.7,4.72,50.599998
29.1,5.52,344.20001
24.9,4.72,319.70001
22.1,3.45,322.5
19.3,2.76,343.29999
26.6,3.11,5.9000001
42.2,0.69,21.299999
44.8,1.27,132.7
38.3,2.42,171.3
35.6,2.07,153.3
30.4,2.65,167.7
28.2,2.42,165.60001
23.2,1.61,158.5
21.9,2.42,178.8
22.0,2.53,166.39999
14.6,2.88,176.60001
12.5,1.96,159.89999
15.1,2.19,178.5
18.2,2.42,181.7
18.9,1.15,174.60001
25.8,2.19,338.5
28.4,2.76,346.60001
34.7,3.34,329.39999
40.3,3.34,339.70001
41.7,3.11,344.70001
39.0,4.72,352.0
25.6,3.8,348.39999
22.0,3.91,330.70001
37.7,3.11,324.5
37.6,1.73,177.0
40.3,2.19,158.39999
43.8,2.53,184.0
42.1,2.07,173.2
34.4,1.73,147.8
33.2,2.42,179.60001
29.4,2.88,178.89999
27.7,2.53,172.89999
25.9,2.76,170.39999
29.3,2.3,177.2
27.8,2.07,173.0
32.2,2.42,177.8
33.8,2.53,175.7
35.7,2.99,177.89999
36.4,1.38,153.3
41.1,0.81,9.1000004
40.3,2.88,334.70001
38.9,3.11,342.79999
39.4,3.22,338.29999
44.2,3.34,324.60001
38.8,3.45,320.79999
44.7,2.53,349.60001
37.7,2.99,350.60001
35.1,2.99,327.70001
37.6,2.3,337.0
46.6,1.96,74.400002
44.7,1.61,62.799999
45.8,1.96,177.7
34.0,2.99,182.0
30.4,2.88,167.10001
29.1,2.19,157.2
26.5,2.53,177.89999
23.2,2.53,169.7
27.7,2.53,172.39999
29.1,2.65,177.2
23.6,2.65,166.3
25.1,2.07,175.8
30.6,2.42,172.60001
36.7,1.38,175.60001
28.7,2.19,355.89999
37.4,3.11,339.70001
37.9,3.57,329.0
40.5,2.99,341.70001
74.8,4.03,0.2
76.5,3.91,358.10001
60.0,3.45,317.70001
71.8,4.6,316.79999
106.9,4.37,315.20001
106.8,1.96,307.29999
91.8,0.69,157.3
78.5,1.15,163.10001
75.3,1.73,177.8
58.0,2.42,181.60001
50.8,2.65,180.7
48.4,2.3,178.2
43.3,3.57,73.900002
26.6,3.34,122.5
21.1,2.88,113.5
27.8,1.04,138.10001
16.8,1.27,191.8
16.3,1.15,173.0
28.9,1.5,172.89999
20.1,1.15,0.5
21.2,3.11,24.9
16.8,4.95,8.3999996
16.5,5.29,9.3999996
17.2,4.72,357.5
15.5,4.72,325.20001
12.1,7.13,314.20001
9.5,5.41,316.0
8.2,4.72,317.0
9.5,4.95,315.39999
13.7,2.19,292.79999
14.2,1.15,111.9
29.1,1.15,194.10001
18.0,1.61,176.3
14.2,1.96,180.3
20.5,2.53,165.5
10.4,2.42,159.7
8.1,2.76,167.10001
6.0,3.11,173.2
5.2,2.76,168.60001
5.2,2.65,177.8
7.8,2.65,173.7
9.5,2.76,171.89999
14.7,1.84,161.0
21.6,1.15,152.39999
6.3,3.22,334.29999
7.6,3.11,339.0
5.0,3.57,329.20001
6.1,3.57,320.10001
6.8,3.45,322.0
4.3,3.11,331.39999
4.7,2.3,329.5
12.9,2.53,14.3
33.0,1.5,346.0
36.9,1.15,131.10001
34.5,1.38,161.3
38.2,2.3,187.2
33.2,2.76,176.3
28.3,2.3,160.3
24.4,2.19,163.5
23.5,2.07,179.5
17.5,2.53,174.5
19.0,2.42,181.60001
18.5,2.42,169.3
14.0,3.11,178.0
17.0,2.3,167.60001
21.7,2.19,176.0
31.9,0.92,169.3
32.9,2.42,336.10001
30.8,3.34,332.5
30.6,3.8,333.0
31.5,3.34,341.10001
31.8,2.88,329.89999
26.5,2.65,1.2
23.9,2.76,0.2
29.0,2.19,320.79999
25.6,1.73,341.20001
30.9,1.84,46.299999
39.6,1.15,134.89999
40.1,1.61,168.3
26.6,2.42,177.60001
18.2,2.53,172.3
14.7,1.96,163.5
11.6,2.3,164.10001
8.7,1.73,165.89999
6.3,2.53,175.5
6.7,2.19,177.10001
6.1,2.42,179.3
10.9,2.53,180.5
17.2,2.42,179.60001
22.7,2.19,172.10001
66.5,0.35,133.5
20.7,2.3,337.39999
16.3,3.22,330.39999
15.9,3.11,337.60001
18.7,3.34,323.89999
17.8,2.65,348.29999
18.9,2.53,331.29999
19.4,2.53,344.29999
23.4,2.53,353.60001
23.4,2.88,254.89999
18.8,2.07,204.60001
29.1,1.61,175.89999
40.4,2.07,161.89999
32.6,1.73,163.60001
27.6,1.38,126.8
22.2,1.61,164.3
15.3,2.07,176.0
20.2,2.3,162.60001
7.9,1.84,165.10001
9.5,2.07,175.2
13.2,1.61,169.7
8.7,2.19,175.10001
24.4,2.3,177.10001
58.0,1.84,166.3
24.0,0.92,155.10001
21.0,1.96,337.60001
16.3,2.99,327.5
15.2,3.22,334.10001
25.8,2.88,328.89999
24.4,2.88,345.39999
21.5,2.19,322.60001
18.5,1.84,20.200001
26.4,2.53,243.89999
31.9,2.88,212.2
30.3,1.5,174.89999
42.1,1.5,164.5
44.0,1.5,171.39999
43.6,1.5,152.7
43.5,1.73,178.3
40.7,1.27,163.5
46.2,1.73,163.10001
47.3,2.3,174.60001
43.6,2.07,172.7
31.3,1.5,170.10001
23.7,2.19,171.3
16.3,2.19,175.8
19.1,2.19,168.2
26.1,1.96,170.7
19.9,1.38,179.3
41.2,0.92,193.60001
15.2,0.69,197.2
22.5,1.73,338.29999
24.4,2.19,341.79999
27.6,2.53,320.5
21.3,2.53,345.79999
22.6,1.84,315.89999
28.5,1.84,337.89999
26.5,1.27,328.10001
25.7,0.58,243.5
41.8,1.27,179.8
39.7,1.61,150.10001
28.0,1.84,171.89999
11.4,2.07,170.7
14.9,1.73,169.5
8.0,2.3,174.0
3.5,2.42,171.89999
4.3,2.07,171.8
4.9,2.07,175.89999
7.0,2.42,171.39999
6.0,1.96,162.2
5.6,2.53,179.3
10.4,1.96,175.39999
13.6,1.5,154.2
14.8,1.15,339.0
11.2,2.65,332.60001
13.9,2.76,335.70001
14.1,2.88,337.5
12.8,2.65,341.29999
12.5,2.53,320.20001
54.7,2.65,298.39999
39.7,1.96,281.89999
40.8,1.38,288.89999
43.0,1.73,255.5
43.1,1.73,199.39999
42.0,2.42,167.3
38.2,1.84,163.60001
43.0,2.65,174.0
50.3,3.34,182.10001
41.8,2.88,170.60001
36.7,1.84,175.7
41.4,1.73,156.3
89.2,1.38,208.2
271.1,1.61,113.9
846.0,7.59,81.199997
508.7,6.79,82.300003
425.0,2.53,70.400002
364.0,1.84,61.5
325.3,2.3,349.29999
249.1,3.22,27.1
248.3,4.6,37.700001
133.2,4.49,44.400002
91.1,4.83,48.5
38.5,5.29,25.6
34.6,4.49,37.599998
39.5,5.75,50.599998
61.7,4.72,57.099998
51.7,4.83,61.299999
28.8,5.41,66.199997
23.8,5.29,75.5
36.7,4.49,85.800003
33.4,1.73,156.89999
27.1,1.61,186.89999
27.6,1.96,170.10001
24.1,2.3,170.60001
19.2,1.84,179.3
19.6,2.42,176.39999
17.6,2.42,174.0
23.1,2.42,172.8
20.4,2.19,167.10001
24.1,2.07,173.89999
77.6,0.69,121.6
23.8,2.19,349.39999
19.7,2.99,326.60001
12.4,3.22,331.0
12.0,2.99,338.20001
11.6,3.22,323.29999
13.8,4.37,4.5999999
45.5,5.06,10.4
141.8,3.68,44.700001
36.5,5.41,65.300003
16.4,5.18,61.299999
15.2,3.45,66.5
7.5,2.3,96.099998
14.4,1.73,156.5
10.1,2.07,168.89999
10.2,2.88,181.0
7.3,3.22,176.2
7.3,2.99,175.2
6.1,2.88,176.39999
9.2,2.53,172.10001
6.3,2.99,178.2
7.2,2.65,176.0
7.2,2.88,173.7
10.1,2.07,164.89999
19.6,1.96,176.0
38.5,1.27,179.3
39.7,1.04,335.79999
16.8,2.42,320.60001
25.0,2.76,323.10001
56.6,2.42,337.79999
92.3,2.76,328.39999
116.4,2.42,319.29999
146.7,1.84,329.79999
151.8,1.38,347.0
178.1,0.92,111.7
136.9,1.61,148.8
138.9,1.38,160.7
116.8,2.19,174.39999
107.0,2.88,182.60001
105.6,2.88,173.2
105.6,2.88,168.7
98.9,2.53,169.10001
85.8,2.42,167.7
73.9,2.76,175.60001
61.7,1.96,163.89999
54.0,2.53,168.8
61.0,3.11,175.2
63.5,3.22,179.2
68.9,1.5,160.10001
98.8,1.27,335.10001
104.5,2.99,339.5
117.1,3.11,336.5
123.6,3.45,339.60001
88.8,3.57,345.89999
62.8,2.88,1.7
58.9,2.88,314.89999
55.2,1.96,332.5
54.1,1.5,4.0
117.2,1.61,113.4
122.2,1.96,155.60001
120.0,1.84,173.5
112.3,1.73,151.2
100.4,2.53,161.3
84.3,2.53,166.5
74.3,2.76,174.89999
58.5,2.99,169.89999
52.8,2.76,170.60001
47.6,2.65,171.3
48.6,2.53,171.5
48.0,2.88,175.89999
48.9,2.42,168.89999
44.7,2.65,177.10001
44.6,1.61,162.7
55.4,1.5,356.29999
73.6,2.88,343.20001
81.4,3.11,343.89999
85.3,3.11,337.20001
80.9,2.99,341.10001
73.1,2.07,322.70001
54.1,2.3,316.79999
51.2,1.38,354.29999
53.7,1.61,44.700001
63.3,1.27,146.39999
69.1,1.61,146.89999
68.1,1.5,152.89999
61.3,2.53,176.8
44.8,2.88,168.3
38.4,2.07,171.3
39.4,2.53,169.0
40.4,2.42,178.10001
31.9,2.88,175.39999
29.5,2.42,172.0
31.0,2.65,174.7
33.1,2.65,176.7
31.7,2.53,174.89999
31.6,2.19,168.7
36.3,1.5,156.5
51.0,0.92,25.0
47.1,2.65,340.10001
54.3,2.99,338.60001
58.9,3.45,351.0
66.5,3.68,328.0
57.7,2.99,321.70001
62.3,2.65,2.3
80.1,1.15,255.60001
69.0,1.73,212.89999
98.1,1.5,189.5
119.4,1.73,186.5
110.5,1.5,173.0
112.7,1.5,169.60001
102.9,1.84,175.7
90.3,1.73,173.5
71.7,1.96,169.60001
61.1,1.73,169.8
57.6,1.61,173.5
47.5,2.19,172.7
39.1,2.07,176.3
35.4,1.73,168.2
31.6,1.61,171.89999
42.3,1.96,174.10001
53.4,1.38,159.2
67.5,0.92,350.89999
48.9,2.42,338.89999
37.9,2.42,336.60001
60.9,2.65,263.89999
108.5,5.75,238.2
131.9,4.49,246.0
165.5,5.06,240.10001
125.8,3.57,251.5
134.2,2.53,246.8
141.8,2.53,220.89999
154.2,1.15,157.60001
166.6,1.96,181.2
159.0,1.38,161.7
149.2,1.61,171.0
140.7,1.38,171.0
130.7,1.61,174.2
107.7,1.84,169.60001
86.5,1.96,174.60001
85.5,1.96,175.5
72.9,1.73,170.0
80.3,2.3,174.3
73.9,2.42,177.0
82.8,2.19,173.3
90.3,1.27,165.8
91.4,0.92,329.29999
106.4,2.76,326.79999
86.0,3.22,332.89999
89.6,2.99,353.0
63.8,4.49,359.60001
72.9,5.41,358.39999
69.7,5.18,1.2
92.1,3.34,352.39999
82.0,2.07,311.60001
87.9,1.15,169.3
92.0,1.27,168.60001
92.6,1.84,140.60001
89.1,2.19,172.10001
86.5,1.84,165.89999
100.5,2.19,164.39999
103.1,1.96,172.8
107.0,2.53,176.10001
106.4,2.3,172.10001
106.8,2.19,178.3
115.1,2.3,169.7
125.5,1.96,170.10001
132.6,1.96,173.0
174.5,2.07,170.89999
239.5,2.19,184.39999
196.3,1.15,323.20001
152.1,2.88,325.29999
151.1,2.99,334.5
172.0,3.22,340.39999
145.2,2.65,352.39999
189.7,2.19,353.10001
140.3,1.84,273.89999
136.5,4.03,221.3
132.2,1.04,182.10001
126.3,1.15,155.5
121.0,1.61,170.10001
123.9,2.76,179.2
124.0,2.07,177.39999
122.4,1.61,172.3
106.8,1.96,172.60001
90.6,1.5,156.39999
90.0,2.07,173.60001
78.7,2.42,174.2
77.7,2.42,176.10001
67.1,2.76,177.60001
72.7,2.07,176.10001
83.0,2.07,175.2
81.0,2.3,178.60001
73.5,1.04,184.10001
73.1,1.38,334.5
69.8,2.99,348.0
67.5,3.45,328.60001
71.7,4.6,1.3
114.3,3.11,247.5
107.3,4.72,242.8
75.8,5.87,246.3
68.4,4.95,244.7
66.2,3.34,234.10001
69.5,1.61,159.0
72.9,1.5,149.60001
62.1,1.84,139.10001
57.2,1.5,146.2
52.6,1.5,176.3
42.7,1.84,171.10001
46.5,1.5,175.7
50.5,2.53,177.89999
66.2,1.84,167.2
89.5,1.5,162.60001
101.7,1.5,158.3
97.7,1.96,207.2
86.5,0.81,156.0
89.0,1.27,52.099998
68.1,2.53,219.0
44.1,4.26,207.7
27.7,5.29,212.89999
10.1,5.75,205.60001
11.2,6.1,212.3
20.9,7.25,219.39999
32.7,6.44,233.5
38.9,6.9,228.5
36.8,6.33,226.7
38.1,5.29,216.8
34.4,2.3,203.10001
31.2,7.02,223.39999
28.3,4.83,199.89999
26.9,1.61,139.0
21.1,1.84,127.2
27.0,1.84,137.89999
27.3,2.76,153.10001
21.9,3.45,180.3
21.6,3.45,205.60001
18.5,1.96,209.5
14.8,1.5,147.60001
20.3,1.61,162.8
25.4,1.61,168.39999
35.7,1.04,133.5
20.0,2.53,16.299999
18.4,2.99,340.5
19.4,3.22,340.10001
16.0,3.91,356.39999
28.8,4.72,354.79999
26.4,5.29,359.29999
17.9,5.75,0.5
18.7,4.49,1.4
17.3,2.88,2.8
20.4,1.38,356.0
27.7,1.61,68.800003
23.8,1.61,102.3
29.9,1.27,166.7
27.0,1.15,173.3
26.7,1.61,170.89999
19.2,2.07,180.8
16.8,2.07,170.39999
14.6,2.19,178.2
10.4,2.65,183.0
18.1,2.99,180.10001
13.1,2.88,180.7
13.1,3.11,179.39999
22.5,2.42,177.8
17.3,1.84,174.3
19.6,1.15,306.20001
15.7,3.22,325.79999
19.1,3.34,334.39999
22.6,4.03,337.10001
23.8,3.45,344.89999
18.2,3.91,326.10001
18.0,2.88,334.20001
18.1,2.07,340.60001
20.5,1.61,31.6
31.0,0.81,115.6
35.0,1.84,118.4
35.8,1.73,167.2
39.1,2.07,170.7
37.3,2.19,165.89999
32.8,2.42,164.7
28.0,2.99,171.39999
29.7,2.76,167.2
30.1,2.3,175.39999
29.6,2.88,178.2
31.6,2.42,175.5
31.6,2.76,175.10001
39.7,2.53,170.3
51.6,2.42,180.3
53.1,1.61,168.0
49.9,0.81,345.60001
43.6,2.76,333.0
50.6,2.99,346.79999
55.1,3.45,14.2
35.8,3.91,236.5
23.4,5.41,236.0
24.7,6.44,241.7
25.9,6.21,236.39999
34.0,5.06,237.2
36.9,2.65,229.39999
45.2,3.11,199.39999
46.3,1.27,171.0
46.3,1.38,131.8
47.6,0.92,105.4
39.2,0.23,191.0
40.8,1.27,110.2
51.3,0.81,103.4
52.5,2.19,135.0
29.4,2.53,163.3
31.7,2.42,161.10001
23.8,1.96,145.10001
22.4,1.84,160.39999
24.7,1.5,78.400002
24.1,1.04,165.3
14.9,4.26,219.2
9.4,5.52,223.5
10.0,5.98,223.3
8.9,4.83,220.10001
12.8,5.52,225.0
15.1,4.95,230.8
20.3,5.75,235.39999
12.1,4.6,233.0
16.0,4.95,228.10001
11.7,4.14,235.60001
13.6,1.73,197.5
14.0,1.61,183.0
11.5,2.42,178.39999
7.8,2.53,166.89999
7.3,2.3,158.7
4.1,2.07,179.60001
1.0,2.42,194.39999
0.5,2.53,190.89999
2.2,2.88,183.39999
3.8,2.53,173.39999
3.2,1.96,175.0
4.7,2.65,179.7
8.9,2.3,171.10001
19.9,1.15,152.7
14.1,1.96,338.70001
7.8,2.99,337.29999
4.5,3.22,338.39999
13.0,4.14,348.39999
8.7,2.88,318.20001
10.7,5.41,234.3
9.7,4.49,240.60001
8.0,4.26,234.89999
5.7,4.83,222.3
6.1,3.22,196.0
8.0,4.03,197.0
10.2,4.37,211.10001
10.7,2.65,190.8
7.9,1.96,192.2
5.8,2.42,148.8
4.2,1.73,154.5
1.5,1.27,156.10001
-1.9,1.61,152.89999
-0.6,1.96,150.7
-0.4,2.19,144.2
-1.7,1.96,155.0
-1.7,2.65,165.60001
8.9,2.88,167.3
5.5,3.8,180.39999
-0.4,2.88,151.10001
1.9,3.8,212.7
2.3,3.45,246.0
3.2,5.41,233.2
4.7,4.83,243.0
2.9,5.41,240.60001
3.8,4.95,221.89999
7.0,5.75,234.0
6.3,5.75,231.7
12.6,5.06,234.3
10.7,1.61,136.2
9.7,1.84,114.5
7.7,0.23,234.2
5.0,1.84,120.7
3.8,2.76,165.39999
3.2,2.99,226.60001
4.9,2.3,205.2
6.4,1.61,193.3
5.1,1.61,173.0
2.2,2.07,165.39999
0.9,2.88,183.7
3.6,3.68,195.3
11.6,2.88,206.8
11.8,3.11,205.7
8.3,3.8,201.10001
6.1,1.73,279.89999
10.1,3.11,345.5
6.5,7.02,2.0999999
6.0,4.95,7.8000002
12.0,5.18,359.70001
7.9,2.99,28.299999
10.2,2.42,311.10001
9.5,1.96,294.79999
6.7,1.84,277.20001
7.8,1.04,321.70001
9.8,1.96,105.1
10.2,1.73,181.0
10.6,1.27,150.10001
8.1,2.3,182.2
4.4,3.22,182.0
3.1,2.19,166.2
1.7,1.04,147.60001
0.1,1.38,167.3
3.6,2.07,172.7
2.1,1.61,167.5
1.3,2.65,174.0
3.1,1.96,156.3
5.2,1.04,127.5
6.7,1.61,103.1
6.6,2.88,353.70001
12.3,3.45,350.0
12.6,3.11,345.20001
13.2,2.76,330.5
8.7,2.99,324.5
5.8,2.76,8.3999996
9.8,3.45,324.70001
15.8,1.96,354.10001
26.1,2.07,64.099998
17.6,1.96,35.200001
28.9,5.75,83.900002
20.1,5.87,74.300003
12.6,5.64,71.599998
10.8,4.37,68.400002
8.5,2.42,92.300003
16.9,1.38,202.0
9.4,1.04,150.3
9.2,1.61,187.89999
9.0,1.73,168.0
5.9,1.96,172.5
6.6,1.73,176.3
6.4,1.5,170.39999
7.6,1.38,155.89999
9.3,2.42,25.5
17.2,3.91,24.700001
16.2,4.14,26.4
13.6,4.72,21.4
9.8,4.37,17.299999
16.8,4.37,34.5
23.9,5.41,58.900002
24.9,5.87,55.299999
15.0,4.49,61.799999
14.0,3.68,58.599998
10.2,3.68,49.0
13.9,3.68,53.099998
11.6,3.45,88.400002
6.5,5.06,79.699997
6.7,1.61,144.8
6.8,1.04,125.5
7.4,1.27,140.5
5.3,1.96,183.5
2.7,2.19,174.60001
3.9,1.61,168.2
6.9,2.07,168.5
6.3,1.96,168.0
20.2,2.3,175.8
14.7,1.38,167.3
12.9,1.38,348.89999
14.0,2.42,42.5
48.0,1.61,48.599998
21.9,3.91,63.0
22.5,4.83,52.599998
10.9,4.6,33.099998
7.0,3.91,27.299999
9.5,3.22,18.5
12.5,1.73,44.099998
11.0,2.76,47.799999
8.6,0.81,128.2
11.3,1.04,163.8
11.9,1.5,149.3
11.6,2.3,155.60001
8.1,2.65,176.5
7.9,2.99,184.39999
4.3,3.11,182.2
3.3,2.99,177.60001
5.1,2.88,178.8
3.9,2.53,178.5
2.2,2.65,177.5
15.9,2.76,178.60001
10.6,2.53,178.60001
25.3,1.84,161.7
30.4,0.92,8.1000004
18.7,2.88,322.79999
9.8,3.34,328.79999
10.7,3.11,335.60001
14.7,2.53,328.0
19.8,2.65,352.89999
38.6,2.99,357.70001
39.5,4.37,317.5
38.3,2.3,298.60001
57.0,1.27,159.2
39.6,1.96,175.7
36.6,2.76,187.89999
39.3,2.99,171.8
35.0,2.88,166.5
30.8,1.96,161.2
28.2,1.96,169.10001
24.2,2.3,173.8
22.8,2.76,184.2
24.6,2.3,173.8
24.6,2.19,173.7
28.6,2.53,174.5
31.7,1.84,174.5
50.5,1.96,177.3
45.2,0.35,4.5
33.0,2.76,359.39999
32.6,2.65,329.39999
31.9,3.34,328.89999
31.2,3.11,330.10001
31.2,2.99,330.10001
38.1,2.76,322.70001
50.0,1.73,346.5
56.5,1.38,349.60001
65.3,0.35,3.4000001
86.1,1.61,15.8
84.9,0.69,172.3
77.5,2.07,177.10001
77.7,2.65,178.0
69.5,2.42,166.10001
66.5,2.42,177.0
48.7,2.42,167.39999
33.8,2.19,168.39999
27.2,2.42,178.5
22.0,2.76,179.39999
22.7,2.07,171.10001
23.0,2.19,174.60001
27.7,2.3,177.2
38.3,1.27,347.70001
37.5,2.88,325.29999
36.8,2.88,328.89999
46.9,2.76,328.29999
42.4,2.19,281.60001
23.4,4.14,87.800003
15.6,4.26,75.900002
17.2,2.99,17.0
14.2,2.88,306.5
17.3,1.15,187.0
32.0,2.3,176.10001
23.8,1.96,160.10001
14.3,2.42,171.60001
15.5,2.42,170.3
11.3,2.07,161.8
14.9,2.3,172.2
8.4,2.65,176.8
4.8,2.3,166.89999
5.1,2.53,179.7
6.0,2.65,178.8
6.8,2.19,172.39999
7.4,2.53,177.2
18.6,2.19,174.10001
28.6,1.96,175.0
20.3,0.23,172.2
17.0,2.65,325.79999
14.1,3.22,324.60001
14.4,3.22,331.89999
11.7,3.34,327.60001
12.3,3.45,319.20001
10.0,3.8,315.5
9.3,3.22,319.60001
10.4,0.81,314.20001
23.9,0.58,216.39999
29.1,2.07,182.0
23.8,2.07,173.5
18.6,2.65,173.5
10.3,2.3,160.8
10.9,1.96,167.0
7.8,2.76,176.10001
6.6,2.3,168.60001
8.4,2.42,171.10001
10.0,1.84,170.10001
11.0,2.53,179.5
12.5,2.07,171.10001
12.7,1.96,168.3
17.2,2.07,173.3
19.6,1.96,174.3
24.3,0.46,10.6
13.8,2.99,326.10001
14.4,2.99,329.5
16.1,3.11,340.39999
14.1,3.45,323.29999
11.4,3.91,318.0
12.0,2.3,318.70001
8.4,1.38,315.20001
19.4,0.46,90.900002
31.3,1.5,174.39999
55.0,1.84,151.2
50.6,1.84,170.39999
41.8,1.73,153.60001
30.4,2.19,173.7
35.3,2.76,177.0
22.2,2.76,170.8
25.0,2.42,177.10001
25.0,1.84,167.10001
16.7,2.42,174.7
17.9,2.53,181.2
15.1,2.3,168.5
18.3,1.96,168.7
25.7,2.19,169.10001
29.5,1.84,167.39999
55.2,0.58,347.39999
33.1,2.76,330.20001
32.9,2.99,337.79999
28.3,2.99,336.5
33.4,3.11,339.10001
30.5,3.22,354.60001
34.5,2.19,342.60001
28.7,4.14,245.2
18.7,3.91,235.0
24.0,2.3,212.89999
24.7,1.84,184.7
24.2,1.27,160.60001
21.1,1.73,154.60001
14.5,2.42,170.7
15.0,2.3,163.5
23.5,2.3,179.7
9.0,2.53,182.60001
7.3,2.53,181.10001
4.5,1.61,170.3
8.0,2.07,172.60001
9.2,2.19,174.89999
12.5,2.42,175.7
10.5,2.19,171.0
26.2,1.38,154.0
29.7,0.92,350.60001
12.4,2.99,326.0
10.2,3.34,325.29999
13.4,3.68,328.20001
13.6,3.8,328.79999
11.5,2.88,324.89999
16.1,2.76,315.89999
12.1,2.19,317.39999
17.5,1.27,320.29999
17.7,1.27,156.39999
24.9,1.96,166.8
32.2,1.5,160.10001
19.7,1.96,172.2
13.3,2.19,166.3
16.4,2.65,173.39999
8.0,2.42,171.89999
10.5,2.53,175.60001
13.8,2.53,172.7
11.2,2.53,179.7
19.2,2.53,168.10001
10.6,2.19,173.2
31.6,2.19,173.10001
23.8,2.42,172.0
41.6,2.07,170.8
48.7,0.23,176.60001
23.8,2.65,344.20001
21.1,2.88,333.0
22.9,2.99,342.60001
19.5,3.45,324.70001
18.5,2.99,333.39999
24.2,2.3,325.70001
30.8,1.38,347.20001
22.6,1.15,44.299999
29.2,1.04,106.2
45.7,1.5,156.8
39.8,2.19,184.8
21.6,2.76,175.89999
19.0,3.11,169.8
8.8,2.42,165.10001
12.9,2.07,173.60001
12.8,2.19,177.3
9.0,2.3,179.5
12.1,2.07,167.8
12.0,2.19,177.2
13.3,2.42,174.3
12.6,2.88,174.8
28.3,2.3,171.10001
40.3,1.61,171.2
57.3,1.04,172.3
23.8,1.73,342.39999
18.2,2.76,333.39999
20.6,3.22,342.89999
21.9,3.11,335.39999
19.3,3.34,314.60001
19.4,2.53,313.20001
16.7,1.38,6.8000002
22.1,0.23,11.8
31.5,1.38,159.5
26.7,1.84,182.5
24.7,1.84,187.39999
17.1,2.3,170.5
15.2,2.19,169.8
14.1,2.42,164.7
11.9,2.19,174.39999
6.4,1.84,165.10001
7.0,2.42,176.39999
7.8,2.42,172.3
7.5,1.96,171.10001
7.4,1.84,170.60001
9.0,2.3,174.10001
15.9,2.76,180.89999
30.3,1.73,171.0
39.8,0.46,164.8
14.8,2.19,322.89999
13.3,2.19,352.20001
11.3,2.07,321.20001
10.3,2.3,348.0
12.2,2.07,315.70001
26.1,3.45,357.0
17.9,5.06,3.5
15.4,1.61,338.0
23.7,2.19,148.3
20.3,2.07,104.7
21.9,2.42,180.60001
14.0,3.11,174.8
12.2,2.99,170.5
8.1,2.19,168.10001
15.9,2.42,176.3
11.4,2.65,172.8
13.2,2.88,174.7
10.0,2.53,177.0
17.3,2.88,176.5
13.9,3.11,172.8
9.0,2.3,169.39999
18.1,2.65,179.3
33.9,1.73,166.89999
57.5,0.92,151.0
17.3,2.53,324.20001
15.7,3.11,325.39999
16.9,3.22,344.60001
18.3,3.22,347.79999
16.0,2.53,316.20001
16.2,2.3,348.5
19.5,2.19,359.89999
20.9,1.5,206.0
24.6,1.96,153.60001
24.9,2.53,174.60001
20.2,1.96,148.7
28.6,2.42,170.3
15.4,2.3,197.8
26.3,1.73,168.89999
20.3,1.84,192.5
20.8,1.96,162.60001
11.5,2.07,176.60001
14.5,3.57,178.2
16.5,2.3,175.60001
9.3,2.76,182.39999
7.7,3.11,185.5
9.2,3.11,178.5
8.5,2.88,176.10001
10.6,3.34,189.89999
12.6,3.8,207.3
21.6,5.41,230.89999
32.4,6.67,230.10001
20.3,7.82,238.60001
18.6,8.05,231.2
27.0,7.13,226.39999
17.3,6.33,236.39999
13.7,6.9,229.10001
13.1,5.18,215.5
9.9,3.91,198.2
9.7,4.37,191.10001
